OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName
743,PV664,18,2026-03-28 10:51:33,2026-04-11 10:51:33,,8,355.06,毕博诚信息有限公司信息技术,天津市颖县华龙武街i座 729878,柳州县,贵州省,534760,中国,毕博诚信息有限公司信息技术,薛,洋,天天快递
744,PJ659,19,2024-07-15 03:17:17,2024-07-21 03:17:17,2024-07-19 03:17:17,9,187.6,超艺网络有限公司人工智能,四川省梅市高明潮州路u座 815912,武汉市,四川省,103035,中国,超艺网络有限公司人工智能,田,桂荣,德邦物流
745,CA470,19,2024-10-08 21:34:09,2024-10-13 21:34:09,2024-10-11 21:34:09,1,184.29,南康传媒有限公司生物科技,广西壮族自治区汕尾县兴山王街m座 315775,贵阳市,吉林省,458093,中国,南康传媒有限公司生物科技,田,桂荣,顺丰速运
746,GJ116,6,2025-06-04 05:54:44,2025-06-18 05:54:44,2025-06-07 05:54:44,9,355.74,良诺信息有限公司生物科技,云南省雷市东城巫街s座 382268,红市,海南省,562035,中国,良诺信息有限公司生物科技,彭,桂荣,德邦物流
747,VH856,7,2025-04-09 01:05:02,2025-04-21 01:05:02,2025-04-14 01:05:02,1,480.78,鑫博腾飞科技有限公司电子商务,吉林省英市海陵李街x座 709778,英县,江西省,294218,中国,鑫博腾飞科技有限公司电子商务,张,刚,顺丰速运
748,PS740,5,2024-11-19 11:02:59,2024-11-28 11:02:59,2024-11-24 11:02:59,4,375.44,国讯科技有限公司金融科技,广东省俊县锡山海门路g座 967844,金凤市,江西省,230194,中国,国讯科技有限公司金融科技,林,峰,圆通速递
749,FN522,14,2025-08-08 07:37:40,2025-08-13 07:37:40,2025-08-11 07:37:40,8,42.43,新宇龙信息科技有限公司电子商务,宁夏回族自治区大冶市梁平鲁路j座 404484,磊县,辽宁省,988357,中国,新宇龙信息科技有限公司电子商务,张,帅,天天快递
750,VZ702,6,2025-02-26 06:16:16,2025-03-09 06:16:16,2025-03-01 06:16:16,8,84.72,精芯网络有限公司互联网服务,河北省南京市翔安朱路w座 386632,马鞍山县,广东省,526423,中国,精芯网络有限公司互联网服务,彭,桂荣,天天快递
751,BP732,15,2025-03-16 05:51:59,2025-03-30 05:51:59,2025-03-21 05:51:59,5,20.32,南康网络有限公司互联网服务,天津市潜江县沈河太原路A座 620715,敏市,福建省,403615,中国,南康网络有限公司互联网服务,徐,艳,申通快递
752,FB488,2,2026-02-08 01:39:53,2026-02-22 01:39:53,2026-02-13 01:39:53,8,135.44,方正科技科技有限公司互联网服务,新疆维吾尔自治区莉县牧野王路L座 235814,宁德市,湖南省,575121,中国,方正科技科技有限公司互联网服务,江,凤兰,天天快递
753,FN522,10,2024-10-23 09:22:31,2024-11-04 09:22:31,2024-10-26 09:22:31,10,278.94,新宇龙信息科技有限公司电子商务,宁夏回族自治区大冶市梁平鲁路j座 404484,磊县,辽宁省,988357,中国,新宇龙信息科技有限公司电子商务,林,磊,邮政EMS
754,YZ898,18,2025-09-22 01:55:58,2025-10-03 01:55:58,2025-09-23 01:55:58,1,163.75,通际名联科技有限公司金融科技,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,通际名联科技有限公司金融科技,薛,洋,顺丰速运
755,VH856,18,2025-02-04 21:47:58,2025-02-08 21:47:58,2025-02-09 21:47:58,1,208.53,鑫博腾飞科技有限公司电子商务,吉林省英市海陵李街x座 709778,英县,江西省,294218,中国,鑫博腾飞科技有限公司电子商务,薛,洋,顺丰速运
756,TO444,18,2026-04-20 00:20:39,2026-05-02 00:20:39,2026-04-23 00:20:39,7,125.26,MBP软件网络有限公司移动应用开发,青海省颖县山亭西安路G座 992594,辛集市,重庆市,516137,中国,MBP软件网络有限公司移动应用开发,薛,洋,百世快递
757,RY572,2,2025-11-13 11:48:11,2025-11-23 11:48:11,2025-11-14 11:48:11,10,292.44,中建创业信息有限公司虚拟现实,黑龙江省天津县清浦贵阳路S座 666651,冬梅县,内蒙古自治区,866120,中国,中建创业信息有限公司虚拟现实,江,凤兰,邮政EMS
758,WQ849,5,2025-05-31 07:08:29,2025-06-12 07:08:29,2025-06-02 07:08:29,5,457.52,开发区世创科技有限公司科技公司,浙江省香港县翔安潮州街E座 459811,嘉禾市,黑龙江省,948902,中国,开发区世创科技有限公司科技公司,林,峰,申通快递
759,MR129,19,2025-10-16 21:46:00,2025-10-24 21:46:00,,7,20.96,太极信息有限公司互联网服务,江苏省六盘水县清浦黄街g座 440842,海门市,福建省,737845,中国,太极信息有限公司互联网服务,田,桂荣,百世快递
760,ZO854,17,2024-11-26 15:26:17,2024-12-10 15:26:17,2024-11-28 15:26:17,2,389.38,MBP软件科技有限公司信息技术,安徽省瑞市西夏高路i座 571615,丽华县,宁夏回族自治区,300387,中国,MBP软件科技有限公司信息技术,陈,杨,京东物流
761,YZ898,19,2024-10-15 18:53:18,2024-10-18 18:53:18,2024-10-19 18:53:18,8,470.25,通际名联科技有限公司金融科技,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,通际名联科技有限公司金融科技,田,桂荣,天天快递
762,WB209,16,2026-05-27 20:00:50,2026-06-02 20:00:50,2026-05-29 20:00:50,3,347.26,维涛传媒有限公司云计算,内蒙古自治区上海市海陵武汉路o座 271535,秀华县,宁夏回族自治区,490120,中国,维涛传媒有限公司云计算,李,玉珍,中通快递
763,GJ116,9,2024-09-07 19:13:59,2024-09-17 19:13:59,,5,235.92,良诺信息有限公司生物科技,云南省雷市东城巫街s座 382268,红市,海南省,562035,中国,良诺信息有限公司生物科技,王,雪,申通快递
764,GL926,6,2025-11-22 02:21:50,2025-12-04 02:21:50,2025-11-23 02:21:50,2,321.64,时空盒数字传媒有限公司大数据分析,湖北省梧州县锡山周路M座 618236,巢湖市,贵州省,903078,中国,时空盒数字传媒有限公司大数据分析,彭,桂荣,京东物流
765,XA075,14,2024-12-13 13:37:02,2024-12-19 13:37:02,2024-12-18 13:37:02,7,305.43,网新恒天科技有限公司数字科技,青海省佛山县平山辽阳路l座 730177,秀梅县,山东省,267399,中国,网新恒天科技有限公司数字科技,张,帅,百世快递
766,WY218,13,2024-06-18 08:03:47,2024-06-26 08:03:47,2024-06-21 08:03:47,4,346.74,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,曲,桂花,圆通速递
767,GL926,20,2026-01-24 22:02:46,2026-01-29 22:02:46,2026-01-27 22:02:46,7,366.28,时空盒数字传媒有限公司大数据分析,湖北省梧州县锡山周路M座 618236,巢湖市,贵州省,903078,中国,时空盒数字传媒有限公司大数据分析,欧,娜,百世快递
768,NU012,3,2025-10-22 11:40:16,2025-10-31 11:40:16,,8,41.92,商软冠联传媒有限公司智能科技,甘肃省阜新县江北白路G座 114919,太原县,黑龙江省,500377,中国,商软冠联传媒有限公司智能科技,王,斌,天天快递
769,EM821,4,2024-10-09 04:57:58,2024-10-17 04:57:58,,5,41.06,泰麒麟信息有限公司人工智能,广东省想市新城曾路g座 582475,香港县,广西壮族自治区,358806,中国,泰麒麟信息有限公司人工智能,赵,晨,申通快递
770,QJ392,7,2025-05-15 06:13:21,2025-05-22 06:13:21,2025-05-16 06:13:21,7,240.99,创亿网络有限公司金融科技,浙江省台北县六枝特张家港路l座 913606,重庆市,湖南省,684944,中国,创亿网络有限公司金融科技,张,刚,百世快递
771,FC418,8,2025-01-24 15:27:22,2025-02-05 15:27:22,,8,436.8,网新恒天网络有限公司生物科技,山东省贵阳县上街蔡路H座 193448,秀珍县,湖南省,879752,中国,网新恒天网络有限公司生物科技,王,倩,天天快递
772,VX147,18,2024-10-21 20:01:59,2024-10-25 20:01:59,2024-10-23 20:01:59,7,316.23,东方峻景传媒有限公司金融科技,江西省利市东城任街V座 970735,海门县,湖南省,667608,中国,东方峻景传媒有限公司金融科技,薛,洋,百世快递
773,ZG109,1,2025-10-09 13:31:16,2025-10-18 13:31:16,2025-10-12 13:31:16,4,111.95,襄樊地球村网络有限公司智能科技,安徽省畅县房山郑路w座 157129,坤县,内蒙古自治区,951957,中国,襄樊地球村网络有限公司智能科技,王,建平,圆通速递
774,ZG109,11,2024-10-01 19:36:31,2024-10-05 19:36:31,2024-10-03 19:36:31,8,108.63,襄樊地球村网络有限公司智能科技,安徽省畅县房山郑路w座 157129,坤县,内蒙古自治区,951957,中国,襄樊地球村网络有限公司智能科技,张,丹丹,天天快递
775,DW607,19,2025-09-13 15:01:10,2025-09-27 15:01:10,,6,419.59,银嘉网络有限公司云计算,四川省秀华县金平合山街C座 522476,杨县,江苏省,112129,中国,银嘉网络有限公司云计算,田,桂荣,韵达快递
776,VZ702,6,2025-11-20 15:59:01,2025-12-01 15:59:01,2025-11-21 15:59:01,3,13.21,精芯网络有限公司互联网服务,河北省南京市翔安朱路w座 386632,马鞍山县,广东省,526423,中国,精芯网络有限公司互联网服务,彭,桂荣,中通快递
777,XN875,5,2025-01-11 07:19:34,2025-01-15 07:19:34,,2,364.97,天开传媒有限公司网络安全,香港特别行政区澳门市清浦许路G座 380354,芳市,云南省,252621,中国,天开传媒有限公司网络安全,林,峰,京东物流
778,EI532,14,2026-03-18 08:22:46,2026-03-26 08:22:46,2026-03-19 08:22:46,3,33.23,七喜传媒有限公司人工智能,澳门特别行政区磊市门头沟柳州街Z座 473892,丽华县,西藏自治区,358472,中国,七喜传媒有限公司人工智能,张,帅,中通快递
779,RV310,9,2026-06-03 09:04:55,2026-06-14 09:04:55,2026-06-05 09:04:55,8,449.57,银嘉科技有限公司云计算,北京市强县牧野惠州路G座 671226,重庆县,云南省,471017,中国,银嘉科技有限公司云计算,王,雪,天天快递
780,EA575,3,2024-08-04 01:24:57,2024-08-08 01:24:57,2024-08-06 01:24:57,4,367.43,襄樊地球村信息有限公司物联网,云南省婷婷县高明王路e座 823469,丽娟市,四川省,603957,中国,襄樊地球村信息有限公司物联网,王,斌,圆通速递
781,DW607,2,2024-10-31 01:13:01,2024-11-07 01:13:01,2024-11-01 01:13:01,7,94.12,银嘉网络有限公司云计算,四川省秀华县金平合山街C座 522476,杨县,江苏省,112129,中国,银嘉网络有限公司云计算,江,凤兰,百世快递
782,FC418,1,2025-09-13 03:21:44,2025-09-22 03:21:44,2025-09-16 03:21:44,10,439.58,网新恒天网络有限公司生物科技,山东省贵阳县上街蔡路H座 193448,秀珍县,湖南省,879752,中国,网新恒天网络有限公司生物科技,王,建平,邮政EMS
783,ZU351,19,2025-08-11 19:33:09,2025-08-21 19:33:09,,4,438.7,银嘉科技有限公司科技公司,山东省深圳县孝南黄街c座 290750,秀荣市,宁夏回族自治区,662554,中国,银嘉科技有限公司科技公司,田,桂荣,圆通速递
784,PL616,16,2024-06-17 01:18:47,2024-06-25 01:18:47,2024-06-19 01:18:47,5,340.63,巨奥网络有限公司金融科技,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,巨奥网络有限公司金融科技,李,玉珍,申通快递
785,DX151,3,2024-06-16 10:07:33,2024-06-26 10:07:33,2024-06-17 10:07:33,10,30.92,易动力信息有限公司物联网,辽宁省嘉禾县沈河六安街A座 771273,佛山县,贵州省,255410,中国,易动力信息有限公司物联网,王,斌,邮政EMS
786,GA851,10,2026-05-05 15:04:37,2026-05-16 15:04:37,2026-05-06 15:04:37,10,412.22,明腾传媒有限公司金融科技,天津市阜新县城东吴街m座 830793,齐齐哈尔县,香港特别行政区,636849,中国,明腾传媒有限公司金融科技,林,磊,邮政EMS
787,EB652,11,2026-02-19 20:18:32,2026-02-27 20:18:32,2026-02-22 20:18:32,7,261.98,凌云信息有限公司虚拟现实,香港特别行政区福州市城北太原街O座 751024,秀珍县,福建省,531973,中国,凌云信息有限公司虚拟现实,张,丹丹,百世快递
788,TW751,20,2024-06-21 15:21:04,2024-06-29 15:21:04,2024-06-23 15:21:04,8,415.02,图龙信息网络有限公司云计算,湖南省兰州县丰都张街B座 954217,宁德市,福建省,905170,中国,图龙信息网络有限公司云计算,欧,娜,天天快递
789,LU518,6,2026-02-09 21:11:41,2026-02-22 21:11:41,2026-02-14 21:11:41,4,422.93,易动力传媒有限公司生物科技,河南省贵阳县兴山广州路A座 729306,伟市,陕西省,802027,中国,易动力传媒有限公司生物科技,彭,桂荣,圆通速递
790,GR625,20,2024-10-19 20:05:28,2024-10-29 20:05:28,2024-10-20 20:05:28,7,305.44,明腾传媒有限公司互联网服务,澳门特别行政区呼和浩特市沈北新曲街v座 733015,邯郸市,天津市,144183,中国,明腾传媒有限公司互联网服务,欧,娜,百世快递
791,PJ659,15,2025-02-19 01:53:52,2025-02-22 01:53:52,,9,491.65,超艺网络有限公司人工智能,四川省梅市高明潮州路u座 815912,武汉市,四川省,103035,中国,超艺网络有限公司人工智能,徐,艳,德邦物流
792,CM245,11,2025-10-16 07:48:25,2025-10-20 07:48:25,,8,417.09,万迅电脑信息有限公司科技公司,澳门特别行政区沈阳市秀英向路j座 232419,洋县,宁夏回族自治区,487088,中国,万迅电脑信息有限公司科技公司,张,丹丹,天天快递
793,EB652,9,2024-08-20 23:20:53,2024-09-03 23:20:53,2024-08-25 23:20:53,5,148.18,凌云信息有限公司虚拟现实,香港特别行政区福州市城北太原街O座 751024,秀珍县,福建省,531973,中国,凌云信息有限公司虚拟现实,王,雪,申通快递
794,CS287,15,2025-10-05 06:29:12,2025-10-16 06:29:12,2025-10-08 06:29:12,9,369.48,和泰网络有限公司电子商务,山东省台北市南湖刘路G座 282213,玲市,江苏省,453351,中国,和泰网络有限公司电子商务,徐,艳,德邦物流
795,WQ849,18,2025-12-28 13:37:52,2026-01-06 13:37:52,,9,467.77,开发区世创科技有限公司科技公司,浙江省香港县翔安潮州街E座 459811,嘉禾市,黑龙江省,948902,中国,开发区世创科技有限公司科技公司,薛,洋,德邦物流
796,GC846,11,2025-07-10 15:43:17,2025-07-23 15:43:17,,5,31.93,明腾科技有限公司区块链技术,河南省志强县城东杨路A座 853694,石家庄市,安徽省,450779,中国,明腾科技有限公司区块链技术,张,丹丹,申通快递
797,QJ392,11,2025-11-30 14:12:49,2025-12-14 14:12:49,2025-12-04 14:12:49,1,482.2,创亿网络有限公司金融科技,浙江省台北县六枝特张家港路l座 913606,重庆市,湖南省,684944,中国,创亿网络有限公司金融科技,张,丹丹,顺丰速运
798,RG743,19,2026-06-02 09:20:46,2026-06-14 09:20:46,,8,269.72,快讯信息有限公司智能科技,山东省海口县龙潭杨街q座 232213,勇县,澳门特别行政区,384293,中国,快讯信息有限公司智能科技,田,桂荣,天天快递
799,YR398,12,2025-01-02 19:21:46,2025-01-07 19:21:46,,4,330.87,浦华众城信息有限公司虚拟现实,新疆维吾尔自治区福州市翔安李路i座 712866,大冶市,广东省,992649,中国,浦华众城信息有限公司虚拟现实,曹,洁,圆通速递
800,MJ814,11,2025-12-29 13:18:55,2026-01-12 13:18:55,,1,70.07,毕博诚科技有限公司互联网服务,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,毕博诚科技有限公司互联网服务,张,丹丹,顺丰速运
801,MA264,5,2025-02-07 14:11:37,2025-02-14 14:11:37,2025-02-11 14:11:37,10,19.77,时刻网络有限公司信息技术,辽宁省长春县高港大冶街E座 299146,梅县,山西省,257161,中国,时刻网络有限公司信息技术,林,峰,邮政EMS
802,BF338,14,2026-02-28 15:33:33,2026-03-11 15:33:33,2026-03-04 15:33:33,6,25.9,天开网络有限公司金融科技,广东省长沙市黄浦荆门街a座 399073,南宁市,台湾省,787111,中国,天开网络有限公司金融科技,张,帅,韵达快递
803,DX151,15,2026-02-21 21:33:30,2026-02-27 21:33:30,2026-02-26 21:33:30,10,283.44,易动力信息有限公司物联网,辽宁省嘉禾县沈河六安街A座 771273,佛山县,贵州省,255410,中国,易动力信息有限公司物联网,徐,艳,邮政EMS
804,CA470,3,2024-10-16 01:12:08,2024-10-22 01:12:08,2024-10-17 01:12:08,10,477.02,南康传媒有限公司生物科技,广西壮族自治区汕尾县兴山王街m座 315775,贵阳市,吉林省,458093,中国,南康传媒有限公司生物科技,王,斌,邮政EMS
805,UY980,9,2025-07-19 07:28:11,2025-07-22 07:28:11,2025-07-24 07:28:11,7,117.49,兰金电子传媒有限公司生物科技,广西壮族自治区香港县六枝特郭路r座 722655,桂香县,广西壮族自治区,205167,中国,兰金电子传媒有限公司生物科技,王,雪,百世快递
806,DV182,10,2024-09-24 04:30:33,2024-10-03 04:30:33,2024-09-27 04:30:33,6,357.01,艾提科信传媒有限公司网络安全,西藏自治区凤兰县朝阳林街U座 372877,桂荣市,山西省,386526,中国,艾提科信传媒有限公司网络安全,林,磊,韵达快递
807,IP471,19,2025-03-15 16:10:50,2025-03-28 16:10:50,2025-03-19 16:10:50,3,119.99,银嘉信息有限公司移动应用开发,河南省洋县门头沟张家港路q座 708953,荆门市,江西省,960045,中国,银嘉信息有限公司移动应用开发,田,桂荣,中通快递
808,YZ898,14,2024-11-17 19:27:28,2024-11-30 19:27:28,,4,83.81,通际名联科技有限公司金融科技,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,通际名联科技有限公司金融科技,张,帅,圆通速递
809,GR729,18,2025-09-06 05:05:38,2025-09-11 05:05:38,,3,489.92,中建创业网络有限公司移动应用开发,江西省辛集县沈北新昆明街r座 719259,辽阳县,台湾省,639438,中国,中建创业网络有限公司移动应用开发,薛,洋,中通快递
810,KS630,8,2026-04-26 12:49:30,2026-05-04 12:49:30,,1,12.34,良诺信息有限公司网络安全,四川省西安市魏都邓路Q座 814705,潮州市,内蒙古自治区,453855,中国,良诺信息有限公司网络安全,王,倩,顺丰速运
811,WW556,18,2025-05-03 02:59:05,2025-05-07 02:59:05,2025-05-05 02:59:05,1,295.7,商软冠联网络有限公司信息技术,福建省兴城县白云赵街c座 153695,梅市,海南省,737913,中国,商软冠联网络有限公司信息技术,薛,洋,顺丰速运
812,WW556,10,2025-05-16 14:42:10,2025-05-20 14:42:10,2025-05-21 14:42:10,4,164.21,商软冠联网络有限公司信息技术,福建省兴城县白云赵街c座 153695,梅市,海南省,737913,中国,商软冠联网络有限公司信息技术,林,磊,圆通速递
813,DV182,5,2024-11-26 23:03:12,2024-12-05 23:03:12,2024-11-30 23:03:12,8,365.14,艾提科信传媒有限公司网络安全,西藏自治区凤兰县朝阳林街U座 372877,桂荣市,山西省,386526,中国,艾提科信传媒有限公司网络安全,林,峰,天天快递
814,GL926,10,2025-07-16 19:10:11,2025-07-21 19:10:11,2025-07-17 19:10:11,1,400.08,时空盒数字传媒有限公司大数据分析,湖北省梧州县锡山周路M座 618236,巢湖市,贵州省,903078,中国,时空盒数字传媒有限公司大数据分析,林,磊,顺丰速运
815,XA254,15,2024-11-20 21:47:11,2024-12-03 21:47:11,2024-11-23 21:47:11,1,383.78,易动力信息有限公司物联网,陕西省关岭县高坪淮安街k座 604446,齐齐哈尔市,贵州省,989116,中国,易动力信息有限公司物联网,徐,艳,顺丰速运
816,PL616,13,2025-03-19 07:03:39,2025-04-02 07:03:39,2025-03-22 07:03:39,4,165.65,巨奥网络有限公司金融科技,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,巨奥网络有限公司金融科技,曲,桂花,圆通速递
817,LB704,5,2026-02-23 20:20:46,2026-03-03 20:20:46,2026-02-26 20:20:46,6,151.22,群英信息有限公司金融科技,山东省丽县长寿邯郸路S座 956071,昆明县,河南省,785495,中国,群英信息有限公司金融科技,林,峰,韵达快递
818,ZV584,1,2024-11-15 17:54:08,2024-11-26 17:54:08,2024-11-20 17:54:08,5,383.85,维旺明科技有限公司大数据分析,山东省雷县涪城王路f座 739633,杭州市,福建省,105798,中国,维旺明科技有限公司大数据分析,王,建平,申通快递
819,WN094,20,2024-10-20 03:28:27,2024-10-23 03:28:27,2024-10-24 03:28:27,10,336.99,菊风公司传媒有限公司数字科技,广东省哈尔滨市高坪王路l座 274673,秀梅市,黑龙江省,610381,中国,菊风公司传媒有限公司数字科技,欧,娜,邮政EMS
820,VX147,20,2025-02-11 21:01:17,2025-02-18 21:01:17,2025-02-13 21:01:17,1,222.87,东方峻景传媒有限公司金融科技,江西省利市东城任街V座 970735,海门县,湖南省,667608,中国,东方峻景传媒有限公司金融科技,欧,娜,顺丰速运
821,MJ814,2,2024-08-23 17:54:12,2024-08-30 17:54:12,,8,190.49,毕博诚科技有限公司互联网服务,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,毕博诚科技有限公司互联网服务,江,凤兰,天天快递
822,AW347,9,2024-12-05 23:19:52,2024-12-09 23:19:52,2024-12-10 23:19:52,8,140.47,鸿睿思博传媒有限公司智能科技,浙江省柳州县安次李路G座 326030,武汉市,广西壮族自治区,986110,中国,鸿睿思博传媒有限公司智能科技,王,雪,天天快递
823,EK253,16,2026-05-27 15:48:23,2026-06-07 15:48:23,,2,92.78,兰金电子科技有限公司区块链技术,吉林省齐齐哈尔县沈河深圳街p座 109059,南昌市,台湾省,701156,中国,兰金电子科技有限公司区块链技术,李,玉珍,京东物流
824,XO649,11,2025-11-02 14:36:26,2025-11-06 14:36:26,,7,12.11,晖来计算机传媒有限公司云计算,广东省娟市孝南辽阳路I座 278094,郑州县,江苏省,370443,中国,晖来计算机传媒有限公司云计算,张,丹丹,百世快递
825,ZO854,5,2025-01-30 01:26:19,2025-02-05 01:26:19,2025-01-31 01:26:19,3,77.63,MBP软件科技有限公司信息技术,安徽省瑞市西夏高路i座 571615,丽华县,宁夏回族自治区,300387,中国,MBP软件科技有限公司信息技术,林,峰,中通快递
826,GR625,4,2025-10-25 21:50:31,2025-10-31 21:50:31,2025-10-26 21:50:31,5,31.02,明腾传媒有限公司互联网服务,澳门特别行政区呼和浩特市沈北新曲街v座 733015,邯郸市,天津市,144183,中国,明腾传媒有限公司互联网服务,赵,晨,申通快递
827,AD089,16,2025-07-29 06:10:23,2025-08-10 06:10:23,2025-07-31 06:10:23,7,80.6,创亿网络有限公司移动应用开发,陕西省慧市西夏李街d座 273215,楠市,贵州省,437029,中国,创亿网络有限公司移动应用开发,李,玉珍,百世快递
828,XN875,2,2024-09-25 16:26:30,2024-10-08 16:26:30,2024-09-30 16:26:30,3,93.82,天开传媒有限公司网络安全,香港特别行政区澳门市清浦许路G座 380354,芳市,云南省,252621,中国,天开传媒有限公司网络安全,江,凤兰,中通快递
829,PL616,1,2024-09-07 19:08:40,2024-09-11 19:08:40,2024-09-10 19:08:40,9,331.36,巨奥网络有限公司金融科技,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,巨奥网络有限公司金融科技,王,建平,德邦物流
830,BF338,17,2024-08-19 01:07:53,2024-08-30 01:07:53,,3,344.95,天开网络有限公司金融科技,广东省长沙市黄浦荆门街a座 399073,南宁市,台湾省,787111,中国,天开网络有限公司金融科技,陈,杨,中通快递
831,BF338,20,2025-02-19 03:03:03,2025-02-28 03:03:03,,6,323.06,天开网络有限公司金融科技,广东省长沙市黄浦荆门街a座 399073,南宁市,台湾省,787111,中国,天开网络有限公司金融科技,欧,娜,韵达快递
832,DH200,11,2025-03-21 03:09:53,2025-03-26 03:09:53,2025-03-22 03:09:53,10,496.95,盟新传媒有限公司大数据分析,甘肃省红县涪城董路q座 904897,辽阳县,安徽省,428336,中国,盟新传媒有限公司大数据分析,张,丹丹,邮政EMS
833,OA831,15,2025-07-04 06:49:11,2025-07-15 06:49:11,2025-07-06 06:49:11,9,279.92,华泰通安科技有限公司网络安全,香港特别行政区桂兰市城东傅路b座 111143,玉梅市,台湾省,529077,中国,华泰通安科技有限公司网络安全,徐,艳,德邦物流
834,US056,3,2024-12-01 13:16:14,2024-12-07 13:16:14,2024-12-05 13:16:14,10,313.46,国讯网络有限公司移动应用开发,甘肃省芳市东丽游街c座 967469,文市,浙江省,216352,中国,国讯网络有限公司移动应用开发,王,斌,邮政EMS
835,ME428,11,2025-09-14 11:18:40,2025-09-19 11:18:40,2025-09-18 11:18:40,5,242.87,创汇网络有限公司虚拟现实,北京市玉珍市朝阳赵路P座 508928,秀英市,福建省,862920,中国,创汇网络有限公司虚拟现实,张,丹丹,申通快递
836,QI779,10,2026-02-13 04:28:28,2026-02-26 04:28:28,2026-02-15 04:28:28,6,137.87,合联电子科技有限公司网络安全,新疆维吾尔自治区波市牧野潜江街w座 187520,沈阳县,江苏省,734012,中国,合联电子科技有限公司网络安全,林,磊,韵达快递
837,CM245,14,2025-01-03 12:15:00,2025-01-15 12:15:00,2025-01-07 12:15:00,4,416.53,万迅电脑信息有限公司科技公司,澳门特别行政区沈阳市秀英向路j座 232419,洋县,宁夏回族自治区,487088,中国,万迅电脑信息有限公司科技公司,张,帅,圆通速递
838,DX151,3,2025-11-04 03:50:04,2025-11-07 03:50:04,,4,346.61,易动力信息有限公司物联网,辽宁省嘉禾县沈河六安街A座 771273,佛山县,贵州省,255410,中国,易动力信息有限公司物联网,王,斌,圆通速递
839,TE207,5,2024-09-07 19:45:55,2024-09-16 19:45:55,2024-09-11 19:45:55,10,243.76,新宇龙信息传媒有限公司人工智能,澳门特别行政区合山县门头沟赵路X座 921614,张家港市,香港特别行政区,309847,中国,新宇龙信息传媒有限公司人工智能,林,峰,邮政EMS
840,EK253,14,2025-07-06 09:52:24,2025-07-20 09:52:24,2025-07-07 09:52:24,5,365.93,兰金电子科技有限公司区块链技术,吉林省齐齐哈尔县沈河深圳街p座 109059,南昌市,台湾省,701156,中国,兰金电子科技有限公司区块链技术,张,帅,申通快递
841,XO649,2,2025-01-05 00:30:04,2025-01-09 00:30:04,2025-01-10 00:30:04,3,384.85,晖来计算机传媒有限公司云计算,广东省娟市孝南辽阳路I座 278094,郑州县,江苏省,370443,中国,晖来计算机传媒有限公司云计算,江,凤兰,中通快递
842,VH856,5,2025-05-14 04:38:13,2025-05-19 04:38:13,2025-05-17 04:38:13,8,173.02,鑫博腾飞科技有限公司电子商务,吉林省英市海陵李街x座 709778,英县,江西省,294218,中国,鑫博腾飞科技有限公司电子商务,林,峰,天天快递
843,YZ898,3,2026-03-02 10:57:26,2026-03-15 10:57:26,2026-03-04 10:57:26,7,163.46,通际名联科技有限公司金融科技,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,通际名联科技有限公司金融科技,王,斌,百世快递
844,WB209,15,2025-09-02 03:26:14,2025-09-05 03:26:14,2025-09-03 03:26:14,5,38.82,维涛传媒有限公司云计算,内蒙古自治区上海市海陵武汉路o座 271535,秀华县,宁夏回族自治区,490120,中国,维涛传媒有限公司云计算,徐,艳,申通快递
845,EB652,17,2024-06-21 21:22:59,2024-06-27 21:22:59,,2,482.89,凌云信息有限公司虚拟现实,香港特别行政区福州市城北太原街O座 751024,秀珍县,福建省,531973,中国,凌云信息有限公司虚拟现实,陈,杨,京东物流
846,TW751,4,2025-09-23 22:36:23,2025-09-26 22:36:23,2025-09-26 22:36:23,2,287.57,图龙信息网络有限公司云计算,湖南省兰州县丰都张街B座 954217,宁德市,福建省,905170,中国,图龙信息网络有限公司云计算,赵,晨,京东物流
847,IK721,10,2024-11-09 14:00:15,2024-11-17 14:00:15,2024-11-14 14:00:15,4,228.07,诺依曼软件传媒有限公司物联网,广东省重庆市沈北新深圳路t座 370139,华市,广西壮族自治区,558601,中国,诺依曼软件传媒有限公司物联网,林,磊,圆通速递
848,FA862,15,2026-04-29 04:45:38,2026-05-13 04:45:38,,2,214.63,方正科技网络有限公司云计算,河北省乌鲁木齐县房山南路s座 690779,潮州县,福建省,956854,中国,方正科技网络有限公司云计算,徐,艳,京东物流
